# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul 27 20:44:35 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
HD 110067 d,3,6,Transit,20.51961700000,0.00004000000,-0.00004000000,0,0.1362000000,0.0017000000,-0.0017000000,0,2.85200000,0.03900000,-0.03900000,0,8.52000000,3.31000000,-3.25000000,0,,,,,23.4102,0.7794,-0.7794,0,602.00,8.00,-8.00,0,5266.00,64.00,-64.00,0,0.788000,0.008000,-0.008000,0,0.798000,0.042000,-0.042000,0,32.15850000,0.05720000,-0.05690000
HD 110067 e,3,6,Transit,30.79309100000,0.00001200000,-0.00001200000,0,0.1785000000,0.0022000000,-0.0022000000,0,1.94000000,0.04000000,-0.04000000,0,3.90000000,,,1,,,,,13.6296,0.4506,-0.4506,0,533.00,7.00,-7.00,0,5266.00,64.00,-64.00,0,0.788000,0.008000,-0.008000,0,0.798000,0.042000,-0.042000,0,32.15850000,0.05720000,-0.05690000
HD 110067 f,3,6,Transit,41.05854000000,0.00010000000,-0.00010000000,0,0.2163000000,0.0026000000,-0.0026000000,0,2.60100000,0.04200000,-0.04200000,0,5.04000000,1.89000000,-1.94000000,0,,,,,9.2821,0.3027,-0.3027,0,489.00,6.00,-6.00,0,5266.00,64.00,-64.00,0,0.788000,0.008000,-0.008000,0,0.798000,0.042000,-0.042000,0,32.15850000,0.05720000,-0.05690000
HD 110067 g,3,6,Transit,54.76992000000,0.00020000000,-0.00020000000,0,0.2621000000,0.0032000000,-0.0032000000,0,2.60700000,0.05200000,-0.05200000,0,8.40000000,,,1,,,,,6.3216,0.2079,-0.2079,0,440.00,6.00,-6.00,0,5266.00,64.00,-64.00,0,0.788000,0.008000,-0.008000,0,0.798000,0.042000,-0.042000,0,32.15850000,0.05720000,-0.05690000
HD 110082 b,2,1,Transit,10.18271000000,0.00004000000,-0.00004000000,0,0.1130000000,0.0090000000,-0.0130000000,0,3.20000000,0.10000000,-0.10000000,0,10.30000000,,,0,0.200000,0.200000,-0.100000,0,198.3948,,,0,957.20,,,0,6200.00,100.00,-100.00,0,1.190000,0.060000,-0.060000,0,1.210000,0.060000,-0.060000,0,105.09600000,0.26600000,-0.26600000
HD 110113 b,1,2,Transit,2.54100000000,0.00050000000,-0.00100000000,0,0.0350000000,0.0010000000,-0.0010000000,0,2.05000000,0.12000000,-0.12000000,0,4.55000000,0.62000000,-0.62000000,0,0.093000,0.079000,-0.064000,0,735.4900,29.3900,-29.3900,0,1371.00,14.00,-14.00,0,5732.00,50.00,-50.00,0,0.968000,0.018000,-0.018000,0,0.997000,0.060000,-0.060000,0,106.30700000,0.72400000,-0.71500000
HD 110113 c,1,2,Radial Velocity,6.74400000000,0.00800000000,-0.00900000000,0,0.0680000000,0.0010000000,-0.0020000000,0,2.11384817,4.64432500,-4.64432500,0,10.50000000,1.20000000,-1.20000000,0,0.045000,0.079000,-0.038000,0,199.9000,8.1000,-8.1000,0,990.00,10.00,-10.00,0,5732.00,50.00,-50.00,0,0.968000,0.018000,-0.018000,0,0.997000,0.060000,-0.060000,0,106.30700000,0.72400000,-0.71500000
HD 110537 b,1,1,Radial Velocity,24469.67342000000,9917.49437000000,-7987.53151000000,0,16.7140000000,4.5380000000,-3.9070000000,0,11.90000000,,,0,8612.83200129,4053.90133129,-2857.27737893,0,0.401000,0.115000,-0.152000,0,0.0047,0.0024,-0.0024,0,72.83,9.57,-9.57,0,5718.00,138.83,-138.35,0,1.166260,0.069898,-0.056454,0,1.020000,0.125000,-0.125000,0,45.08580000,0.09750000,-0.09700000
HD 11112 b,1,1,Radial Velocity,17244.90764000000,3936.68342000000,-1253.09468000000,0,13.3800000000,2.1700000000,-0.9110000000,0,12.60000000,,,0,2598.56505563,199.27841119,-1017.05090240,0,0.285000,0.114000,-0.202000,0,0.0133,0.0031,-0.0031,0,94.51,6.42,-6.42,0,5905.64,173.83,-115.12,0,1.473680,0.051194,-0.105027,0,1.070000,0.137000,-0.137000,0,44.38040000,0.05490000,-0.05480000
HD 111232 b,1,2,Radial Velocity,1169.13202000000,0.61380000000,-0.39663000000,0,2.1480000000,0.0880000000,-0.0970000000,0,12.60000000,,,0,2531.50326176,358.51044310,-152.23980695,0,0.214000,0.005000,-0.003000,0,0.1496,,,0,172.05,3.90,-3.90,0,5512.00,24.00,-24.00,0,0.900000,0.010000,-0.010000,0,0.960000,0.124000,-0.124000,0,28.95710000,0.03620000,-0.03610000
HD 111232 c,1,2,Radial Velocity,26472.44623000000,5155.42268000000,-4507.69327000000,0,17.2500000000,2.1580000000,-2.1510000000,0,12.20000000,,,0,5740.93451564,1337.73976506,-512.33939208,0,0.558000,0.027000,-0.028000,0,0.0023,,,0,60.71,3.82,-3.82,0,5512.00,24.00,-24.00,0,0.900000,0.010000,-0.010000,0,0.960000,0.124000,-0.124000,0,28.95710000,0.03620000,-0.03610000
HD 111591 b,1,1,Radial Velocity,1056.40000000000,14.30000000000,-14.30000000000,0,2.5000000000,0.1000000000,-0.1000000000,0,12.90000000,,,0,1398.45200000,127.13200000,-127.13200000,0,0.260000,0.100000,-0.100000,0,6.0912,,,0,422.08,15.61,-15.61,0,4884.00,30.00,-30.00,0,8.030000,0.490000,-0.490000,0,1.940000,0.070000,-0.070000,0,114.16600000,0.70200000,-0.69300000
HD 111998 b,1,1,Radial Velocity,810.00000000000,6.00000000000,-5.00000000000,0,1.9100000000,0.0200000000,-0.0300000000,0,12.90000000,,,0,1525.57635360,63.56568140,-63.56568140,0,0.130000,0.050000,-0.040000,0,0.8918,0.0234,-0.0234,0,275.49,7.98,-7.98,0,6557.00,96.00,-96.00,0,1.450000,0.070000,-0.070000,0,1.400000,0.070000,-0.070000,0,33.22370000,0.06030000,-0.06000000
HD 112300 b,1,1,Radial Velocity,466.63000000000,1.47000000000,-1.28000000000,0,1.3300000000,0.0800000000,-0.1100000000,0,12.20000000,,,0,5031.22368281,740.54018831,-870.84983518,0,0.360000,0.060000,-0.110000,0,284.1257,,,0,1240.35,,,0,3657.00,,,0,65.800000,,,0,1.400000,0.300000,-0.300000,0,62.07324000,3.39072000,-3.39072000
HD 112570 b,1,1,Radial Velocity,2615.00000000000,85.00000000000,-77.00000000000,0,3.9000000000,0.1600000000,-0.1600000000,0,13.10000000,,,0,1086.97315194,444.95976980,-266.97586188,0,0.200000,0.160000,-0.140000,0,2.9139,0.3263,-0.3263,0,364.01,9.44,-9.44,0,4750.00,51.00,-51.00,0,9.850000,0.230000,-0.230000,0,1.150000,0.120000,-0.120000,0,101.16600000,0.47900000,-0.47400000
HD 112640 b,1,1,Radial Velocity,613.20000000000,5.80000000000,-5.80000000000,0,1.7000000000,0.1000000000,-0.1000000000,0,12.90000000,,,0,1589.15000000,317.83000000,-317.83000000,0,0.240000,0.180000,-0.180000,0,98.0969,,,0,959.65,67.77,-67.77,0,4155.00,15.00,-15.00,0,39.000000,5.000000,-5.000000,0,1.800000,0.200000,-0.200000,0,323.33500000,2.49600000,-2.45800000
HD 113337 b,3,2,Radial Velocity,317.58639000000,1.62423000000,-1.43010000000,0,1.0220000000,0.0550000000,-0.0620000000,0,13.10000000,,,0,1035.80277841,119.82130944,-129.99181846,0,0.280000,0.036000,-0.041000,0,4.1073,0.5277,-0.5277,0,395.73,14.47,-14.47,0,6774.00,125.00,-125.00,0,1.500000,0.040000,-0.040000,0,1.410000,0.241000,-0.241000,0,36.18000000,0.05650000,-0.05630000
HD 113337 c,3,2,Radial Velocity,5429.93477000000,452.06707000000,-283.91966000000,0,6.8050000000,0.5360000000,-0.4680000000,0,12.10000000,,,0,6299.67685515,772.32302901,-818.40814802,0,0.164000,0.057000,-0.056000,0,0.0926,0.0147,-0.0147,0,153.36,6.65,-6.65,0,6774.00,125.00,-125.00,0,1.500000,0.040000,-0.040000,0,1.410000,0.241000,-0.241000,0,36.18000000,0.05650000,-0.05630000
HD 11343 c,2,2,Radial Velocity,228.53731000000,3.24097000000,-3.78842000000,0,0.9230000000,0.0190000000,-0.0220000000,0,13.90000000,,,0,255.53403923,52.75951556,-50.85254512,0,0.169000,0.142000,-0.102000,0,23.9661,1.1991,-1.1991,0,613.29,11.18,-11.18,0,4672.00,61.00,-61.00,0,6.840000,0.080000,-0.090000,0,2.009000,0.115000,-0.115000,0,155.12100000,0.63800000,-0.63400000
HD 113538 b,1,2,Radial Velocity,663.20000000000,8.40000000000,-7.40000000000,0,1.2400000000,0.0400000000,-0.0400000000,0,13.20000000,,,0,114.41000000,12.71000000,-12.71000000,0,0.140000,0.080000,-0.080000,0,0.0585,,,0,140.67,5.75,-5.75,0,4462.00,145.00,-145.00,0,0.530000,0.020000,-0.020000,0,0.585000,0.050000,-0.050000,0,16.28170000,0.01390000,-0.01400000
HD 113538 c,1,2,Radial Velocity,1818.00000000000,25.00000000000,-22.00000000000,0,2.4400000000,0.0700000000,-0.0700000000,0,13.80000000,,,0,295.57000000,19.07000000,-19.07000000,0,0.200000,0.040000,-0.040000,0,0.0151,,,0,100.28,4.03,-4.03,0,4462.00,145.00,-145.00,0,0.530000,0.020000,-0.020000,0,0.585000,0.050000,-0.050000,0,16.28170000,0.01390000,-0.01400000
HD 113996 b,2,1,Radial Velocity,610.20000000000,3.80000000000,-3.80000000000,0,1.6000000000,0.1000000000,-0.1000000000,0,12.70000000,,,0,2002.32900000,317.83000000,-317.83000000,0,0.280000,0.120000,-0.120000,0,113.6719,,,0,798.69,32.34,-32.34,0,4181.00,40.00,-40.00,0,25.110000,1.200000,-1.200000,0,1.490000,0.180000,-0.180000,0,116.33400000,5.33200000,-4.89000000
HD 114082 b,1,1,Radial Velocity,109.75000000000,0.40000000000,-0.37000000000,0,0.5109000000,0.0081000000,-0.0083000000,0,11.20898070,0.33626942,-0.33626942,0,2542.62725600,317.82840700,-317.82840700,0,0.395000,0.037000,-0.039000,0,14.6733,0.5085,-0.5085,0,547.70,10.59,-10.59,0,6651.00,35.00,-35.00,0,1.490000,0.050000,-0.050000,0,1.470000,0.070000,-0.070000,0,95.39060000,0.45180000,-0.44760000
HD 114386 b,1,2,Radial Velocity,937.70001000000,16.00000000000,-16.00000000000,0,1.7300000000,0.0300000000,-0.0300000000,0,13.60000000,,,0,464.02947422,117.59651059,-69.92224954,0,0.230000,0.030000,-0.030000,0,0.0964,,,0,154.56,2.50,-2.50,0,4836.00,18.00,-18.00,0,0.760000,0.020000,-0.020000,0,0.600000,0.090000,-0.090000,0,27.92430000,0.04040000,-0.04040000
HD 114386 c,1,2,Radial Velocity,444.00000000000,0.93000000000,-0.88000000000,0,1.0500000000,0.0400000000,-0.0400000000,0,13.40000000,,,0,117.59651059,9.53485221,-9.53485221,0,0.100000,0.030000,-0.030000,0,0.2616,,,0,200.82,5.30,-5.30,0,4895.00,62.00,-62.00,0,0.760000,0.020000,-0.020000,0,0.800000,0.030000,-0.030000,0,27.92430000,0.04040000,-0.04040000
HD 114729 b,2,1,Radial Velocity,1121.79000000000,3.53000000000,-3.43000000000,0,2.0670000000,0.0100000000,-0.0100000000,0,13.90000000,,,0,262.20975000,2.22481000,-2.22481000,0,0.079000,0.029000,-0.032000,0,0.6170,0.0061,-0.0061,0,237.89,3.08,-3.08,0,5844.00,12.00,-12.00,0,1.473000,0.037000,-0.037000,0,0.936000,0.013000,-0.013000,0,37.80630000,0.05180000,-0.05170000
HD 114783 b,1,2,Radial Velocity,493.70000000000,1.80000000000,-1.80000000000,0,1.1600000000,0.0190000000,-0.0190000000,0,13.70000000,,,0,349.60000000,19.07000000,-19.07000000,0,0.144000,0.032000,-0.032000,0,0.3152,0.0140,-0.0140,0,210.79,3.25,-3.25,0,5135.00,44.00,-44.00,0,0.840622,0.016574,-0.016574,0,0.853000,0.034000,-0.034000,0,21.06280000,0.02850000,-0.02840000
HD 114783 c,1,2,Radial Velocity,4352.00000000000,88.00000000000,-76.00000000000,0,5.0000000000,0.1000000000,-0.1000000000,0,13.40000000,,,0,603.87397330,158.91420350,-127.13136280,0,0.050000,0.040000,-0.030000,0,0.0170,0.0008,-0.0008,0,101.53,1.67,-1.67,0,5135.00,44.00,-44.00,0,0.840622,0.016574,-0.016574,0,0.900000,0.040000,-0.040000,0,21.06280000,0.02850000,-0.02840000
HD 11505 b,1,1,Radial Velocity,32669.22247000000,12712.99788000000,-7172.26632000000,0,20.2470000000,4.7920000000,-3.4130000000,0,12.60000000,,,0,2510.52658689,1031.35318072,-541.26177712,0,0.144000,0.011000,-0.056000,0,0.0035,0.0014,-0.0014,0,67.46,7.32,-7.32,0,5757.15,128.93,-165.11,0,1.195680,0.080997,-0.058299,0,1.030000,0.134000,-0.134000,0,38.96790000,0.16280000,-0.16150000
HD 11506 b,1,3,Radial Velocity,1617.70000000000,1.90000000000,-1.90000000000,0,2.8850000000,0.0160000000,-0.0160000000,0,12.90000000,,,0,1551.00262616,631.20721630,-105.83685953,0,0.379000,0.009000,-0.009000,0,0.2609,0.0085,-0.0085,0,193.57,2.22,-2.22,0,6123.00,47.00,-47.00,0,1.240000,0.020000,-0.020000,0,1.220000,0.020000,-0.020000,0,51.26100000,0.13510000,-0.13430000
HD 11506 c,1,3,Radial Velocity,223.92000000000,0.37000000000,-0.37000000000,0,0.7710000000,0.0040000000,-0.0040000000,0,14.00000000,,,0,127.13136280,6.35656814,-6.35656814,0,0.228000,0.054000,-0.054000,0,3.6537,0.1178,-0.1178,0,374.44,4.28,-4.28,0,6123.00,47.00,-47.00,0,1.240000,0.020000,-0.020000,0,1.220000,0.020000,-0.020000,0,51.26100000,0.13510000,-0.13430000
HD 11506 d,1,3,Radial Velocity,26500.00000000000,300.00000000000,-300.00000000000,0,18.2000000000,0.0600000000,-0.0900000000,0,12.30000000,,,0,4068.20360960,190.69704420,-158.91420350,0,0.290000,0.020000,-0.030000,0,0.0066,0.0002,-0.0002,0,77.07,0.87,-0.87,0,6123.00,47.00,-47.00,0,1.240000,0.020000,-0.020000,0,1.220000,0.020000,-0.020000,0,51.26100000,0.13510000,-0.13430000
HD 115404 A b,1,2,Radial Velocity,10.49488000000,0.00141000000,-0.00167000000,0,0.0880000000,0.0030000000,-0.0040000000,0,6.09000000,,,0,30.82935548,6.35656814,-6.99222495,0,0.232000,0.197000,-0.138000,0,39.0242,3.3520,-3.3520,0,695.65,35.97,-35.97,0,5019.17,117.04,-179.14,0,0.727007,0.066523,-0.042582,0,0.830000,0.102000,-0.102000,0,10.98160000,0.00440000,-0.00440000
HD 115404 A c,1,2,Radial Velocity,15319.22517000000,7240.32595000000,-3541.36457000000,0,11.3640000000,3.3010000000,-1.9050000000,0,12.50000000,,,0,3279.67133183,468.16124351,-384.25454406,0,0.211000,0.173000,-0.102000,0,0.0023,0.0011,-0.0011,0,61.22,7.60,-7.60,0,5019.17,117.04,-179.14,0,0.727007,0.066523,-0.042582,0,0.830000,0.102000,-0.102000,0,10.98160000,0.00440000,-0.00440000
HD 115954 b,1,1,Radial Velocity,3700.00000000000,1500.00000000000,-390.00000000000,0,5.0000000000,1.3000000000,-0.3600000000,0,12.60000000,,,0,2685.65003915,193.87532827,-146.20106722,0,0.487000,0.095000,-0.041000,0,0.0640,0.0170,-0.0230,0,144.90,8.10,-13.00,0,5957.00,26.00,-26.00,0,1.213000,0.083000,-0.083000,0,1.180000,0.060000,-0.060000,0,87.64370000,0.27630000,-0.27470000
HD 116029 b,2,2,Radial Velocity,670.00000000000,11.00000000000,-11.00000000000,0,1.6500000000,0.0500000000,-0.0500000000,0,13.60000000,,,0,444.96200000,92.17070000,-92.17070000,0,0.000000,,,0,4.1506,0.3115,-0.3115,0,400.04,11.43,-11.43,0,4819.00,54.00,-54.00,0,4.890000,0.210000,-0.210000,0,0.830000,0.240000,-0.240000,0,123.24500000,0.58800000,-0.58800000
HD 116029 c,2,2,Radial Velocity,907.00000000000,30.00000000000,-29.00000000000,0,,,,,13.70000000,,,0,403.64410000,47.67450000,-47.67450000,0,0.038000,0.127000,-0.075000,0,,,,,,,,,4951.00,44.00,-44.00,0,4.600000,0.100000,-0.100000,0,1.330000,0.110000,-0.110000,0,123.24500000,0.58800000,-0.58800000
HD 117207 b,1,1,Radial Velocity,2621.75000000000,8.37000000000,-8.53000000000,0,3.7870000000,0.0340000000,-0.0350000000,0,13.40000000,,,0,669.34662514,50.85254512,-28.28672822,0,0.157000,0.013000,-0.013000,0,0.0811,0.0015,-0.0015,0,147.20,3.19,-3.19,0,5732.00,53.00,-53.00,0,1.074000,0.041000,-0.041000,0,1.053000,0.028000,-0.028000,0,32.35470000,0.05240000,-0.05220000
HD 11755 b,1,1,Radial Velocity,433.70001000000,3.20000000000,-3.20000000000,0,1.0900000000,0.0400000000,-0.0400000000,0,12.80000000,,,0,1789.38290000,292.40360000,-292.40360000,0,0.190000,0.100000,-0.100000,0,124.3021,9.2267,-9.2267,0,903.49,52.52,-52.52,0,4312.00,5.00,-5.00,0,20.580000,2.270000,-2.270000,0,0.720000,0.170000,-0.170000,0,235.04500000,1.61600000,-1.59500000
HD 117618 b,1,1,Radial Velocity,25.80000000000,0.00400000000,-0.00400000000,0,0.1800000000,0.0050000000,-0.0050000000,0,8.59000000,,,0,55.30242000,4.44962000,-4.44962000,0,0.150000,0.070000,-0.070000,0,50.4075,3.1982,-3.1982,0,745.79,,,0,5990.00,,,0,1.200000,0.010000,-0.010000,0,1.077000,,,0,37.77810000,0.09240000,-0.09190000
HD 118203 b,1,2,Radial Velocity,6.13497790000,0.00000200000,-0.00000200000,0,0.0713000000,0.0020000000,-0.0020000000,0,12.77823800,0.32506044,-0.32506044,0,680.15279098,38.13940884,-38.13940884,0,0.313600,0.007500,-0.007500,0,593.4000,8.2000,-8.2000,0,1361.00,23.00,-22.00,0,5742.00,93.00,-95.00,0,2.040000,0.030000,-0.030000,0,1.270000,0.028000,-0.032000,0,92.25890000,0.23640000,-0.23520000
HD 118203 c,1,2,Radial Velocity,5103.00000000000,76.00000000000,-77.00000000000,0,6.2800000000,0.1000000000,-0.1100000000,0,12.40000000,,,0,3747.19691853,219.30160083,-200.23189641,0,0.260000,0.030000,-0.020000,0,0.1122,0.0038,-0.0038,0,146.00,3.00,-3.00,0,5742.00,93.00,-95.00,0,2.040000,0.030000,-0.030000,0,1.270000,0.028000,-0.032000,0,92.25890000,0.23640000,-0.23520000
HD 11964 b,2,2,Radial Velocity,1945.00000000000,26.00000000000,-26.00000000000,0,3.1600000000,0.1900000000,-0.1900000000,0,14.10000000,,,0,198.00000000,18.00000000,-18.00000000,0,0.041000,0.047000,-0.047000,0,0.2882,0.0352,-0.0352,0,203.93,8.83,-8.83,0,5303.00,116.97,-94.09,0,2.009710,0.104251,-0.088864,0,0.910000,0.123927,-0.105744,0,33.53690000,0.04280000,-0.04280000
HD 11964 c,2,2,Radial Velocity,37.91000000000,0.04100000000,-0.04100000000,0,0.2290000000,0.0130000000,-0.0130000000,0,5.38000000,,,0,25.00000000,3.10000000,-3.10000000,0,0.300000,0.170000,-0.170000,0,54.8750,6.3369,-6.3369,0,757.54,31.95,-31.95,0,5303.00,116.97,-94.09,0,2.009710,0.104251,-0.088864,0,0.910000,0.123927,-0.105744,0,33.53690000,0.04280000,-0.04280000
HD 11977 b,1,1,Radial Velocity,711.00000000000,8.00000000000,-8.00000000000,0,1.9300000000,,,0,12.70000000,,,0,2080.00000000,,,0,0.400000,0.070000,-0.070000,0,18.5126,,,0,547.97,,,0,4970.00,70.00,-70.00,0,10.090000,0.320000,-0.320000,0,1.910000,0.210000,-0.210000,0,67.93310000,0.70825000,-0.70825000
HD 120084 b,1,1,Radial Velocity,2142.00000000000,9.00000000000,-9.00000000000,0,4.2100000000,0.1700000000,-0.1900000000,0,12.70000000,,,0,2034.10180480,921.70238030,-603.87397330,0,0.483000,0.027000,-0.029000,0,3.0851,0.5357,-0.5357,0,369.24,,,0,4879.00,,,0,10.370000,0.820000,-0.800000,0,2.160000,0.280000,-0.270000,0,103.04400000,0.51750000,-0.51750000
HD 121504 b,1,1,Radial Velocity,63.33000000000,0.03000000000,-0.03000000000,0,0.3300000000,0.0100000000,-0.0100000000,0,13.60000000,,,0,479.92330000,41.31790000,-41.31790000,0,0.030000,0.010000,-0.010000,0,14.2224,,,0,523.32,9.55,-9.55,0,6027.00,24.00,-24.00,0,1.070000,0.020000,-0.020000,0,1.620000,0.210000,-0.210000,0,41.65920000,0.06900000,-0.06870000
HD 12235 b,1,2,Radial Velocity,4.36305000000,0.00025000000,-0.00042000000,0,0.0540000000,0.0020000000,-0.0020000000,0,3.23000000,,,0,10.48833743,1.27131363,-1.58914204,0,0.376000,0.110000,-0.254000,0,1287.9273,103.1468,-103.1468,0,1667.37,54.23,-54.23,0,5986.00,92.66,-118.21,0,1.801850,0.089770,-0.055225,0,1.100000,0.134000,-0.134000,0,31.76270000,0.10730000,-0.10660000
HD 12235 c,1,2,Radial Velocity,36336.70679000000,9732.19598000000,-6058.52006000000,0,22.2100000000,3.8660000000,-2.7660000000,0,12.50000000,,,0,3135.69506346,1013.87261833,-566.05239287,0,0.174000,0.110000,-0.154000,0,0.0076,0.0023,-0.0023,0,82.22,6.52,-6.52,0,5986.00,92.66,-118.21,0,1.801850,0.089770,-0.055225,0,1.100000,0.134000,-0.134000,0,31.76270000,0.10730000,-0.10660000
HD 122562 c,1,1,Radial Velocity,84.96276000000,0.34670000000,-0.47059000000,0,0.4060000000,0.0080000000,-0.0080000000,0,10.10000000,,,0,73.10053361,14.30227832,-20.65884645,0,0.228000,0.139000,-0.113000,0,15.4863,,,0,552.02,,,0,4956.00,122.00,-122.00,0,2.166270,,,0,1.241000,0.071000,-0.071000,0,53.25280000,0.12230000,-0.12180000
HD 124330 b,1,1,Radial Velocity,270.66000000000,1.21000000000,-1.21000000000,0,0.8600000000,0.0400000000,-0.0400000000,0,14.00000000,,,0,238.37130525,19.06970442,-19.06970442,0,0.340000,0.050000,-0.050000,0,2.9422,0.2908,-0.2908,0,348.79,11.48,-11.48,0,5873.00,19.00,-19.00,0,1.304460,0.073099,-0.047343,0,1.150000,0.079000,-0.079000,0,60.19770000,0.10250000,-0.10220000
HD 12484 b,1,1,Radial Velocity,58.83000000000,0.08000000000,-0.08000000000,0,0.2970000000,0.0050000000,-0.0050000000,0,13.20000000,,,0,947.13340000,44.49620000,-44.49620000,0,0.070000,0.030000,-0.030000,0,11.9305,0.4043,-0.4043,0,524.30,5.89,-5.89,0,5920.00,30.00,-30.00,0,1.001848,0.013602,-0.008183,0,1.010000,0.030000,-0.030000,0,48.33670000,0.13780000,-0.13700000
HD 125136 b,1,1,Radial Velocity,849.77000000000,4.61000000000,-4.73000000000,0,,,,,13.30000000,,,0,718.29219982,25.42627256,-25.42627256,0,0.050000,0.060000,-0.040000,0,,,,,,,,,4959.00,34.00,-34.00,0,5.390000,0.090000,-0.090000,0,1.550000,0.080000,-0.080000,0,121.25700000,0.44100000,-0.44100000
HD 125271 b,1,1,Radial Velocity,14901.99295000000,3707.63683000000,-3025.64091000000,0,10.8170000000,1.7570000000,-1.5650000000,0,12.40000000,,,0,3465.60094993,596.24609153,-398.23899397,0,0.165000,0.066000,-0.061000,0,0.0021,0.0007,-0.0007,0,59.78,5.22,-5.22,0,4703.93,117.50,-112.82,0,0.751364,0.050728,-0.050699,0,0.750000,0.089000,-0.089000,0,39.34660000,0.06720000,-0.06700000
HD 125390 b,1,1,Radial Velocity,1757.39151000000,4.66922000000,-5.44185000000,0,3.4960000000,0.0660000000,-0.0690000000,0,11.90000000,,,0,8646.20398403,1311.99566410,-99.48029139,0,0.597000,0.020000,-0.017000,0,1.0874,0.0430,-0.0430,0,320.26,,,0,4882.00,29.00,-29.00,0,6.470000,,,0,1.820000,0.105000,-0.105000,0,153.64700000,0.85400000,-0.85400000
